year,x,y,value
1998,-31.99499913204676,83.56498776622708,-12.789999961853027
1998,-29.99499918630229,83.53498777206458,-12.489999771118164
1998,-25.994999294813425,83.31498781487292,-13.0600004196167
1998,-29.99499918630229,83.30498781681875,-15.699999809265137
1998,-39.99499891502453,83.29498781876458,-14.59000015258789
1998,-41.99499886076896,83.24498782849376,-14.5
1998,-43.99499880651342,83.11498785378959,-16.530000686645508
1998,-73.99499799268008,83.07498786157292,-13.5
1998,-69.99499810119119,83.07498786157292,-16.399999618530273
1998,-33.99499907779119,83.04498786741041,-15.880000114440918
1998,-75.99499793842453,83.02498787130207,-16.139999389648438
1998,-45.99499875225786,82.93498788881458,-15.329999923706055
1998,-25.994999294813425,82.90498789465208,-15.789999961853027
1998,-71.99499804693563,82.88498789854374,-16.959999084472656
1998,-79.9949978299134,82.85498790438125,-15.630000114440918
1998,-65.9949982097023,82.82498791021875,-16.700000762939453
1998,-27.994999240557856,82.79498791605624,-16.15999984741211
1998,-43.99499880651342,82.74498792578542,-19.57999992370605
1998,-65.9949982097023,82.55498796275624,-15.729999542236328
1998,-31.99499913204676,82.52498796859376,-17.520000457763672
1998,-79.9949978299134,82.49498797443125,-18.780000686645508
1998,-49.994998643746754,82.48498797637708,-16.1200008392334
1998,-61.99499831821342,82.47498797832291,-16.010000228881836
1998,-75.99499793842453,82.43498798610625,-17.860000610351562
1998,-41.99499886076896,82.42498798805208,-18.46999931335449
1998,-35.99499902353563,82.40498799194374,-18.670000076293945
1998,-61.99499831821342,82.33498800556458,-15.859999656677246
1998,-49.994998643746754,82.31498800945624,-15.949999809265137
1998,-23.99499934906896,82.30498801140207,-14.199999809265137
1998,-55.99499848098009,82.24498802307708,-15.619999885559082
1998,-35.99499902353563,82.19498803280625,-17.59000015258789
1998,-25.994999294813425,82.19498803280625,-15.34000015258789
1998,-85.99499766714675,82.15498804058959,-18.549999237060543
1998,-69.99499810119119,82.10498805031875,-18.90999984741211
1998,-67.99499815544675,82.08498805421041,-17.829999923706055
1998,-87.99499761289118,82.07498805615624,-17.899999618530273
1998,-83.9949977214023,82.02498806588542,-19.190000534057617
1998,-57.99499842672452,82.01498806783125,-16.170000076293945
1998,-51.99499858949119,82.01498806783125,-16.420000076293945
